goal_id,employee_id,goal_type,goal_description,set_date,due_date,target_value,achieved_value,achievement_pct,status,quarter,department,priority
GOAL717410,EMP003560,SKILL DEVELOPMENT,Achieve skill development target for the period,16/12/2023,03-02-2024,220061.11,53625.21,24.4%,cancelled,Q4 2022,sales,Low
GOAL418786,EMP014914,Team Building,Achieve team building target for the period,02-23-2022,2022-04-07,227337.73,211154.01,92.9%,overdue,Q1 2022,Operatons,Low
GOAL579068,EMP016946,Revenue Growth,Achieve revenue growth target for the period,10/06/2023,2023-07-23,53561.03,58035.49,108.4%,Cancelled,Q3 2024,customer support,MEDIUM
GOAL751752,EMP019401,Sales Target,Achieve sales target target for the period,01 Jun 2023,28/09/2023,872877.86,561093.23,64.3%,Overdue,q3 2022,Legal,Medium
GOAL292684,EMP008472,Project Delivery,Achieve project delivery target for the period,17 Nov 2022,2023-03-01,631400.79,,40.3%,In Progress,Q1 2023,Research & Dev,Low
GOAL905727,EMP004624,Productivity,Achieve productivity target for the period,"January 27, 2022",01 May 2022,261668.06,252495.28,96.5%,overdue,Q3 2021,Proc,high
GOAL243148,EMP001909,Customer Satisfaction,,2022/11/07,15/04/2023,,293703.92,56.4%,in progress,2023-Q3,Marketing,N/A
GOAL204507,EMP005715,Revenue Growth,Achieve revenue growth target for the period,03/06/2021,"August 25, 2021",952605.37,782558.12,82.1%,Completed,Q3 2022,admin,MEDIUM
GOAL802961,EMP009906,Innovation,Achieve innovation target for the period,2023/10/17,25/12/2023,269475.54,357618.77,132.7%,completed,Q1 2023,I.T.,LOW
GOAL708485,EMP001507,Skill Development,Achieve skill development target for the period,07 Feb 2021,07-07-2021,562849.05,218325.24,38.8%,,Q2-2023,CS,
GOAL471399,EMP001473,Cost Reduction,Achieve cost reduction target for the period,"June 21, 2021",2021-07-23,213935.35,288610.95,134.9%,Overdue,2022 Q1,CS,
GOAL225910,EMP008889,Revenue Growth,Achieve revenue growth target for the period,05-03-2022,10/08/2022,75453.06,56244.74,74.5%,Cancelled,Q4 2023,Fiance,N/A
GOAL329938,EMP006776,Compliance,Achieve compliance target for the period,"October 07, 2023",03-26-2024,274262.67,290920.77,106.1%,cancelled,Q3 2024,Humaan Resources,High
GOAL869762,EMP004573,Skill Development,Achieve skill development target for the period,"July 02, 2023",2023/08/01,856395.35,516929.46,60.4%,completed,Q2-2023,Info Tech,High
GOAL915462,EMP016130,Cost Reduction,Achieve cost reduction target for the period,06 Nov 2022,"December 21, 2022",119115.67,135973.78,114.2%,completed,Q12022,Fin,
GOAL476853,EMP016911,Process Improvement,Achieve process improvement target for the period,01-27-2021,24/04/2021,308352.11,141266.07,45.8%,completed,Q2-2023,procurement,Low
GOAL684090,EMP908707,Sales Target,Achieve sales target target for the period,"February 26, 2022",2022-08-12,269392.16,150546.64,55.9%,Cancelled,q3 2022,ENGINEERING,Low
GOAL875622,EMP010445,Productivity,Achieve productivity target for the period,12 Apr 2022,2022/07/15,,380469.29,120.6%,cancelled,Q1 2022,RnD,Medium
GOAL512721,EMP006522,Cost Reduction,Achieve cost reduction target for the period,07 Nov 2023,2024/04/09,919182.46,684050.63,74.4%,Cancelled,,Legal,
GOAL426131,EMP008749,Revenue Growth,Achieve revenue growth target for the period,2023/01/24,30/04/2023,115322.06,122619.9,106.3%,Overdue,Q2 2022,Information Technology,MEDIUM
GOAL409737,EMP001125,Compliance,Achieve compliance target for the period,"February 11, 2022",23 May 2022,785811.96,388554.73,49.4%,Completed,2022 Q1,Engineerng,N/A
GOAL300866,EMP015149,INNOVATION,Achieve innovation target for the period,2022-11-26,03-31-2023,204497.64,220182.75,107.7%,In Progress,Q1 2021,Human Resource,Medium
GOAL734588,EMP005890,Revenue Growth,Achieve revenue growth target for the period,2023/12/12,16 Jan 2024,804254.11,359989.24,44.8%,,Q3 2024,Law,Medium
GOAL837764,EMP006820,Quality Improvement,Achieve quality improvement target for the period,2024-01-22,2024/04/13,826144.01,344212.21,41.7%,completed,Q3 2023,HR,Low
GOAL748223,EMP005773,COST REDUCTION,Achieve cost reduction target for the period,"March 20, 2021","July 19, 2021",135615.36,,66.4%,,Q1 2021,Engineering,N/A
GOAL168204,EMP003085,Project Delivery,Achieve project delivery target for the period,2022/04/29,2022-08-11,894689.13,1088508.6,121.7%,cancelled,Q1 2021,Procurement,high
GOAL609489,EMP012348,Project Delivery,Achieve project delivery target for the period,2022/02/06,2022-07-22,482972.72,572853.03,118.6%,Completed,q2 2024,Customer service,
GOAL967271,EMP008747,Cost Reduction,Achieve cost reduction target for the period,2021/01/06,21/04/2021,915615.31,356181.84,38.9%,In Progress,Q2-2023,Fin,N/A
GOAL533958,EMP008871,Quality Improvement,Achieve quality improvement target for the period,2022-08-25,"December 01, 2022",127540.95,31181.43,,In Progress,Q3 2023,Sales,High
GOAL526995,EMP011614,Team Building,Achieve team building target for the period,25/08/2023,12-05-2023,322546.61,174535.96,54.1%,N/A,,marketing,N/A
GOAL262827,EMP017765,Process Improvement,,07-10-2022,,613029.66,581759.88,94.9%,N/A,q2 2024,admin,High
GOAL139120,EMP008071,Productivity,Achieve productivity target for the period,22/12/2021,2022/02/03,568541.34,765559.39,134.7%,in progress,Q1 2024,CS,MEDIUM
GOAL169167,EMP010442,Innovation,Achieve innovation target for the period,11-29-2023,05-13-2024,149805.35,88605.41,59.1%,overdue,Q2 2021,ENGINEERING,LOW
GOAL561901,EMP015204,Team Building,Achieve team building target for the period,24 Dec 2022,2023/04/04,852467.36,321376.27,37.7%,Overdue,2023-Q3,Humaan Resources,Medium
GOAL759524,EMP002131,Sales Target,Achieve sales target target for the period,2021-06-10,"October 14, 2021",375628.2,496510.16,132.2%,Cancelled,Q3 2022,Humaan Resources,N/A
GOAL168897,EMP012838,Compliance,Achieve compliance target for the period,2022/07/21,2022/11/24,222735.54,250182.8,112.3%,in progress,Q2 2021,Operations,Low
GOAL663667,EMP004296,Skill Development,Achieve skill development target for the period,2021/01/15,05-24-2021,248374.91,345934.13,139.3%,cancelled,Q2 2023,Customer Support,High
GOAL890777,EMP014246,Sales Target,Achieve sales target target for the period,2022-07-18,2022-09-17,513491.29,644412.44,125.5%,cancelled,Q4 2021,Sale,LOW
GOAL677740,EMP000982,Cost Reduction,Achieve cost reduction target for the period,10-31-2023,27/12/2023,122061.45,51872.67,42.5%,Cancelled,Q1 2022,PROCUREMENT,Low
GOAL547086,EMP009171,Revenue Growth,Achieve revenue growth target for the period,02-23-2021,27 Jun 2021,947251.3,219319.09,23.2%,In Progress,Q3 2024,Marketting,Medium
GOAL198554,EMP002796,Team Building,,02/01/2024,2024/02/27,170180.83,130590.94,76.7%,In Progress,Q2 2021,Research & Dev,MEDIUM
GOAL858680,EMP018527,Cost Reduction,Achieve cost reduction target for the period,"December 20, 2022",2023/06/03,151878.73,103322.66,68.0%,overdue,Q2 2024,Engineering,LOW
GOAL941678,EMP014116,Team Building,Achieve team building target for the period,03-01-2023,16/04/2023,415033.47,105427.27,25.4%,completed,Q1 2022,Administration,high
GOAL884551,EMP018919,Skill Development,Achieve skill development target for the period,05-09-2021,09-19-2021,957675.41,442380.77,46.2%,,q3 2022,procurement,MEDIUM
GOAL287281,EMP012554,Compliance,Achieve compliance target for the period,2022/05/06,09-22-2022,269590.58,206082.39,76.4%,completed,Q3 2024,human resources,N/A
GOAL471730,EMP015006,Revenue Growth,Achieve revenue growth target for the period,2021/06/14,"November 08, 2021",433391.07,106029.3,24.5%,,Q2 2023,marketing,High
GOAL583527,EMP012668,Revenue Growth,Achieve revenue growth target for the period,"August 14, 2021",2021-09-15,443976.38,135645.75,30.6%,Overdue,q3 2022,Fiance,
GOAL722199,EMP017686,Process Improvement,Achieve process improvement target for the period,"March 16, 2023",08-17-2023,662821.51,855904.73,129.1%,cancelled,Q4 2021,Administration,high
GOAL441951,EMP018342,Training Completion,Achieve training completion target for the period,"January 21, 2023",04-05-2023,214807.65,51325.84,23.9%,,Q1 2022,engineering,Low
GOAL654675,EMP000474,Training Completion,Achieve training completion target for the period,05-24-2022,30 Jun 2022,580721.87,509527.37,,In Progress,Q12022,Human Resource,high
GOAL987873,EMP008006,Cost Reduction,Achieve cost reduction target for the period,2021-12-14,04-09-2022,647042.07,174490.28,27.0%,,Q3 2023,Human Resources,Low
GOAL889825,EMP006326,Revenue Growth,Achieve revenue growth target for the period,16/03/2023,19 Jul 2023,775214.9,,116.5%,Cancelled,Q2 2023,operations,Medium
GOAL660047,EMP002112,Sales Target,Achieve sales target target for the period,06/09/2022,21 Dec 2022,91278.36,23284.99,25.5%,,Q2-2023,Administraton,Low
GOAL230314,EMP013154,Quality Improvement,Achieve quality improvement target for the period,2022/02/02,03-06-2022,807375.28,808727.13,,,Q3 2024,customer support,Low
GOAL647112,EMP018633,Revenue Growth,Achieve revenue growth target for the period,14/11/2022,28 Jan 2023,337218.31,80328.74,23.8%,cancelled,q2 2024,Admin,high
GOAL981367,EMP009247,Training Completion,Achieve training completion target for the period,"June 08, 2023",2023/07/18,871088.71,1076308.24,123.6%,overdue,Q2 2023,H.R.,Low
GOAL623718,EMP001198,Team Building,Achieve team building target for the period,"July 24, 2023","December 20, 2023",867513.44,869170.03,100.2%,Completed,Q4 2022,Slaes,LOW
GOAL886546,EMP001407,Sales Target,Achieve sales target target for the period,24/10/2022,19/12/2022,203277.48,113952.3,,overdue,Q12022,Sales,N/A
GOAL726676,EMP003879,Cost Reduction,Achieve cost reduction target for the period,30 Dec 2021,2022-02-13,976645.13,772080.08,79.1%,completed,Q1 2022,Customer Support,High
GOAL649386,EMP016607,Compliance,Achieve compliance target for the period,2021/11/15,17/01/2022,649336.91,364068.36,56.1%,Cancelled,Q1 2024,Procurment,Medium
GOAL797225,EMP002900,Cost Reduction,Achieve cost reduction target for the period,2021/07/06,16 Dec 2021,107706.3,60217.16,55.9%,completed,Q4 2023,Eng,High
GOAL259851,EMP006834,Innovation,Achieve innovation target for the period,"October 27, 2023",,299622.68,145537.52,48.6%,Completed,Q2-2023,Sales,N/A
GOAL947759,EMP014831,Innovation,Achieve innovation target for the period,01-29-2023,,628380.03,721997.79,114.9%,completed,Q12022,LEGAL,Medium
GOAL777327,EMP011974,Productivity,Achieve productivity target for the period,2023/12/02,"April 27, 2024",381702.44,371380.62,97.3%,,Q3 2023,human resources,Medium
GOAL538026,EMP010165,Process Improvement,Achieve process improvement target for the period,2023/12/31,03/05/2024,828728.52,442512.67,,N/A,Q4 2021,R&D,MEDIUM
GOAL767058,EMP015813,Innovation,Achieve innovation target for the period,12-24-2022,05-07-2023,960678.68,1300310.48,135.4%,cancelled,q2 2024,R&D,LOW
GOAL400134,EMP016136,Quality Improvement,Achieve quality improvement target for the period,09-17-2021,,877857.19,,139.8%,N/A,Q2 2023,Cust Support,
GOAL817382,EMP011492,Skill Development,Achieve skill development target for the period,15/10/2023,"November 15, 2023",230632.18,232202.19,100.7%,in progress,Q4 2023,R&D,High
GOAL840334,EMP003684,Quality Improvement,Achieve quality improvement target for the period,2022-07-14,,703734.23,778648.39,110.6%,Completed,2022 Q1,procurement,Medium
GOAL893529,EMP000873,Project Delivery,Achieve project delivery target for the period,2021-07-05,22/08/2021,864581.12,,64.2%,Overdue,q2 2024,Research & Dev,
GOAL577470,EMP002694,Cost Reduction,Achieve cost reduction target for the period,2021-05-24,2021-06-26,376115.6,289961.03,77.1%,cancelled,Q4 2023,Procurment,Low
GOAL547497,EMP014817,Training Completion,Achieve training completion target for the period,2021/02/09,"April 11, 2021",156442.74,81252.25,51.9%,Cancelled,Q3 2021,ENGINEERING,
GOAL447039,EMP006073,Quality Improvement,Achieve quality improvement target for the period,27 Feb 2021,"August 19, 2021",100845.56,101288.32,100.4%,cancelled,Q3 2021,finance,MEDIUM
GOAL871451,EMP003484,Sales Target,Achieve sales target target for the period,2024-01-06,09/03/2024,741311.73,978904.11,132.1%,In Progress,Q3 2023,human resources,high
GOAL438396,EMP014137,Innovation,Achieve innovation target for the period,04-14-2022,24/05/2022,,157366.55,38.2%,Cancelled,Q2 2023,LEGAL,LOW
GOAL465671,EMP004566,Process Improvement,Achieve process improvement target for the period,2022-03-28,2022-08-10,971178.65,1038869.11,107.0%,cancelled,Q3 2024,marketing,MEDIUM
GOAL253751,EMP004451,Compliance,Achieve compliance target for the period,31/12/2023,2024/01/31,685591.67,815573.26,119.0%,N/A,Q1 2023,legal,LOW
GOAL350550,EMP000991,Training Completion,Achieve training completion target for the period,"February 23, 2022",2022-07-28,485417.58,110155.77,22.7%,N/A,Q1 2021,PROCUREMENT,high
GOAL551535,EMP983902,Customer Satisfaction,Achieve customer satisfaction target for the period,"May 23, 2022","July 06, 2022",337697.07,352360.85,104.3%,overdue,Q2-2023,Engineering,Medium
GOAL890166,EMP001115,Revenue Growth,Achieve revenue growth target for the period,09 May 2021,2021/07/11,200420.03,,58.7%,completed,Q4 2022,Procurment,LOW
GOAL750919,EMP014748,Cost Reduction,Achieve cost reduction target for the period,02-22-2024,2024-07-05,259650.15,165991.78,63.9%,Overdue,Q4 2023,ENGINEERING,LOW
GOAL155713,EMP001258,Skill Development,Achieve skill development target for the period,06 Mar 2022,,611659.41,735642.2,120.3%,Completed,Q3 2024,Research & Dev,N/A
GOAL885484,EMP013203,Team Building,Achieve team building target for the period,2022/01/06,05-24-2022,919070.19,317996.41,34.6%,N/A,Q2 2023,Customer Support,MEDIUM
GOAL104577,EMP017203,Sales Target,Achieve sales target target for the period,10/05/2022,"June 22, 2022",770081.8,185240.46,24.1%,N/A,q3 2022,I.T.,N/A
GOAL559417,EMP004969,Revenue Growth,Achieve revenue growth target for the period,05/03/2023,03/06/2023,799881.87,,100.2%,completed,q3 2022,HR,MEDIUM
GOAL870930,EMP013517,Quality Improvement,Achieve quality improvement target for the period,"January 26, 2021",2021-03-02,822603.57,,83.1%,Overdue,Q2 2023,Enginering,High
GOAL748162,EMP009392,Team Building,Achieve team building target for the period,2021/10/17,"April 07, 2022",649478.43,546535.04,84.1%,cancelled,Q1 2021,Information Technology,N/A
GOAL834452,EMP004668,Skill Development,Achieve skill development target for the period,"February 03, 2021","June 01, 2021",342587.98,232803.66,68.0%,in progress,2023-Q3,engineering,High
GOAL774417,EMP011950,Innovation,Achieve innovation target for the period,2021-08-24,2021/12/06,504888.87,660330.58,130.8%,Overdue,Q3 2023,Engineering,
GOAL846506,EMP010467,Innovation,Achieve innovation target for the period,2023/04/11,17 Aug 2023,204775.93,60697.48,29.6%,Completed,q2 2024,OPERATIONS,MEDIUM
GOAL277507,EMP003917,Team Building,Achieve team building target for the period,"September 17, 2023",01-21-2024,401500.86,137517.66,34.3%,cancelled,q2 2024,RnD,LOW
GOAL570970,EMP014913,Process Improvement,Achieve process improvement target for the period,2022-01-20,2022-07-03,715237.55,,97.2%,overdue,Q4 2022,Admin,LOW
GOAL146279,EMP008496,Customer Satisfaction,Achieve customer satisfaction target for the period,"July 18, 2023","October 08, 2023",335779.45,316082.23,94.1%,overdue,q3 2022,Operations,
GOAL188151,EMP013697,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,27/02/2022,13/07/2022,257406.38,61234.26,23.8%,Cancelled,q2 2024,Humaan Resources,N/A
GOAL500107,EMP018101,Cost Reduction,Achieve cost reduction target for the period,01-14-2022,"June 14, 2022",,411676.4,131.0%,completed,Q12022,ADMIN,MEDIUM
GOAL985249,EMP000792,Productivity,Achieve productivity target for the period,2023-07-23,22/12/2023,,320535.05,54.1%,Overdue,Q1 2021,Fiance,Medium
GOAL858668,EMP014849,Project Delivery,Achieve project delivery target for the period,"May 20, 2023",08-19-2023,971287.72,199802.87,20.6%,cancelled,Q2 2024,marketing,N/A
GOAL188507,EMP018935,Sales Target,Achieve sales target target for the period,04/07/2023,15/08/2023,150527.81,184269.29,122.4%,N/A,Q3 2024,Mktg,LOW
GOAL854812,EMP971824,Productivity,Achieve productivity target for the period,"December 15, 2021",12/04/2022,388943.45,460359.79,118.4%,cancelled,Q1 2024,Slaes,High
GOAL545223,EMP012287,Project Delivery,Achieve project delivery target for the period,"November 29, 2021",2022-05-02,533241.33,305997.24,57.4%,completed,Q1 2023,Info Tech,Medium
GOAL211139,EMP016860,Quality Improvement,Achieve quality improvement target for the period,25/12/2021,07/05/2022,189695.62,151024.8,79.6%,N/A,Q1 2022,Fiance,high
GOAL883491,EMP002518,Project Delivery,Achieve project delivery target for the period,2021/01/04,,882013.34,495645.65,56.2%,Overdue,Q4 2023,Procurement,MEDIUM
GOAL813230,EMP013121,Cost Reduction,Achieve cost reduction target for the period,"November 12, 2021",01-23-2022,947651.87,798809.34,84.3%,In Progress,,Fin,High
GOAL496849,EMP000284,Project Delivery,Achieve project delivery target for the period,"August 01, 2022",11-10-2022,295297.28,280289.67,,Cancelled,Q2 2023,Research & Dev,N/A
GOAL191081,EMP008212,Process Improvement,,04 Oct 2023,2024-03-06,143873.81,61775.32,42.9%,,q3 2022,Ops,N/A
GOAL641546,EMP005119,Quality Improvement,Achieve quality improvement target for the period,2022/10/18,02-04-2023,903852.51,883003.79,97.7%,overdue,Q12022,PROCUREMENT,MEDIUM
GOAL589137,EMP018253,Training Completion,Achieve training completion target for the period,10 Jan 2021,2021/03/08,,637842.93,83.9%,In Progress,Q3 2024,Fin,N/A
GOAL420233,EMP007882,Process Improvement,Achieve process improvement target for the period,2021/11/28,29 Jan 2022,85877.21,21674.46,25.2%,Cancelled,Q2 2024,finance,Low
GOAL121498,EMP007417,Process Improvement,,24/08/2023,18/10/2023,695547.39,311284.42,44.8%,In Progress,Q4 2022,H.R.,high
GOAL415334,EMP013575,Productivity,Achieve productivity target for the period,2022/07/01,11 Nov 2022,425887.83,,28.3%,,Q4 2023,Marketing,High
